Battletags,Level,Rating,K/D,KDA,Win Pct,Kills/Game,Elim/Game,Damage/Game,Healing/Game,Elim/Min,Healing/Min,Damage/Min,Solo Kills,Obj kills,Final Blows,Damage Done,Elims,Environment Kills,MultiKills,Deaths
Lebeaugoss-21141,489,"2,693",2.18,3.37,51.0%,18.73,18.73,"6,852.36","2,830.63",1.53,3.86,560.05,274,"2,111","2,073","1,747,352","4,775",69,60,"2,190"
Piccione-21825,355,"2,759",2.17,3.13,46.4%,19.68,19.68,"6,216.46","3,787.04",1.72,5.52,544.11,38,195,195,"174,061",551,4,5,254
CUTIE-31557,99,0,2.46,2.99,52.2%,21.78,21.78,"8,197.61","1,215.70",1.89,1.76,711.85,64,182,274,"188,545",501,8,2,204
THOMAS-4848,439,0,2.58,4.45,25.0%,21.25,21.25,"8,721.50","9,686.75",2.34,17.74,958.41,17,25,50,"34,886",85,6,13,33
Dugachug-1171,"1,016",0,1.80,4.66,51.5%,13.23,13.23,"4,122.13","7,313.46",1.15,10.64,359.82,53,545,369,"399,847","1,283",8,8,713
Nnem-1645,976,"2,831",2.65,3.39,60.3%,24.30,24.30,"7,923.36","1,796.71",1.96,2.41,638.90,216,632,819,"578,405","1,774",36,30,669
OnyXSugar-2620,175,"2,692",1.39,7.16,47.7%,8.52,8.52,"2,130.86","10,103.83",0.78,15.44,195.33,124,357,470,"281,274","1,124",0,5,807
Sora-14296,673,"2,692",2.48,5.47,60.0%,21.80,21.80,"6,392.36","4,015.93",2.04,6.27,599.28,24,485,317,"287,656",981,3,12,396
Spune-21890,199,"2,665",2.49,5.02,60.0%,19.24,19.24,"6,164.60","4,711.96",1.63,6.66,522.52,35,414,322,"277,407",866,4,3,348
PlainNsimple-1852,668,"2,692",1.79,2.67,41.7%,19.83,19.83,"6,803.29","1,719.33",1.67,2.41,573.28,42,168,199,"163,279",476,3,16,266
Hellrazor343-1390,421,0,3.43,4.75,50.0%,24.00,24.00,"10,367.50","200,682.00",1.76,245.93,762.32,7,45,36,"41,470",96,62,2,28
nivi-31740,537,"2,692",2.52,2.80,53.1%,25.04,25.04,"9,644.17",911.14,2.19,1.33,843.86,415,"1,286","2,033","1,417,693","3,681",7,35,"1,463"
MeatmansMeat-2297,365,"2,783",2.40,4.87,49.6%,20.53,20.53,"5,844.11","6,700.33",1.65,8.96,468.98,71,"1,361",845,"812,331","2,854",20,45,"1,190"
Zaniel-1699,560,"2,653",2.11,4.67,46.2%,17.31, 17.31,"5,265.28","6,692.51",1.49,9.63,454.46,40,307,252,"205,346",675,3,10,320
Prince-1958,957,"2,705",3.38,3.61,47.5%,24.32,24.32,"10,077.72",604.67,2.12,0.88,876.55,349,"1,808","1,873","1,844,223","4,450",4,66,"1,318"
Aqua-12749,43,"2,691",2.25,3.31,41.9%,22.79,22.79,0.00,"4,441.23",1.81,5.89,0.00,102,396,424,0,980,6,9,435
Kyoto-1322,273,0,2.40,2.91,41.9%,27.92,27.92,"9,576.19","1,541.02",2.24,2.06,768.28,201,635,"1,023","593,724","1,731",5,26,720
KoiKiGna-21350,959,"2,309",3.04,5.48,44.1%,22.56,22.56,"6,202.72","8,025.38",1.93,11.47,531.69,230,"3,789","2,155","2,096,519","7,624",9,86,"2,506"
Ben-21893,551,"2,690",3.11,3.76,52.2%,25.17,25.17,"7,053.39",106.96,2.41,0.17,675.95,12,313,184,"162,228",579,2,8,186
Sweets-12955,970,"2,851",4.85,6.00,53.8%,31.31,31.31,"7,851.77",912.77,2.68,1.30,672.86,24,130,180,"102,073",407,3,10,84
camz-11433,"1,900","2,690",2.51,5.36,52.3%,18.28,18.28,"6,075.37","3,845.34",1.58,5.55,525.76,45,952,654,"662,215"," 1,992",8,21,794
Woofolf-2470,564,0,2.85,4.11,60.0%,26.80,26.80,"7,609.40","2,604.60",2.07,3.35,587.45,11,64,52,"38,047", 134,25,3,47
Euphoria-22622,173,0,2.78,6.22,100.0%,25.00,25.00,"6,969.00",177.00,1.84,0.22,513.06,3,10,12,"6,969", 25,3,16,9
YungProtein-1806,176,"2,690",2.33,6.25,41.5%,14.76,14.76,"4,272.34","5,292.44",1.44,8.61,417.06,8,325,175,"175,166",605,0,9,260
Nefu-21438,661,"2,690",0.28,4.88,51.8%,2.21,2.21,685.03,"10,441.38",0.19,15.21,59.89,62,213,203,"190,437",613,2,0,"2,185"
OfficerSauer-2970,561,"2,690",2.48,2.97, 46.2%,19.27,19.27,"8,008.96","1,386.85",1.67,2.00,694.11,57,218,250,"208,233",501,15,8,202
Kingtrisp-1373,173 ,0,2.98,4.02,42.1%,27.42,27.42,"10,420.24","4,839.68",2.24,6.59,850.91,66,429,415,"395,969","1,042",0,17,350
Lantiate-1713,631,"2,689",1.91,6.21,48.5%,14.85,14.85,"3,258.82","10,493.76",1.17,13.74,256.05,8,261,105,"107,541",490, 3,7,257
Jahson-21728,458,"2,956",2.20, 3.07,49.4%,22.05,22.05,"7,024.85",940.01,1.86,1.32,593.42,102,654,654,"569,013","1,786",4,27,813
bottplays-2612,577,"2,572",2.35,3.36,47.8%,23.04,23.04,"8,425.04","2,335.74",1.82,3.08,666.24,44,207,252,"193,776", 530,13,9,226
KuNkUn-11678,180,"2,689",2.29,2.45,46.8%,26.79,26.79,"9,435.71",430.44,2.14,0.57,753.77,499,"1,246","1,953","1,311,563","3,724",13,35,"1,623"
scro-21980,250,"2,747",2.30,4.94,52.4%,19.86,19.86,"6,902.52","4,161.67",1.61,5.61,558.19,17,191,133,"144,953",417,0,5,181
Zelcon-11558,177,"2,536",1.69,1.98,25.0%,17.92,17.92,"7,589.33",318.92,1.54,0.46,651.60,15,90,104,"91,072",215, 3,3,127
Halaine-2162,591,"2,469",2.42,5.09,47.9%,17.18,17.18,"4,743.94","6,691.46",1.54,9.98,424.60,33,833,432,"445,930","1,615 ",3,18,668
Ninjabus-2478,402,0,3.33,9.83,100.0%,20.00,20.00,"4,467.00","9,121.00",1.52,11.56,339.70,2,2,8,"4,467",20,0,5,6
Varilus-1931,785,"2,688",2.91,4.38,43.6%,21.11,21.11,"6,654.09","4,606.73",1.80,6.55,568.03,99,506,483,"365,975","1,161",4,19,399
Utopia-2801,299,0,2.39,3.83,60.0%,20.40,20.40,"7,227.00","1,401.10",1.64,1.88,580.72,18,170,176,"144,540",408,3,8,171
Junkrat-21272,293,"2,688",2.27,2.63,44.4%,22.67,22.67,0.00,"2,732.63",2.04,4.10,0.00,48,254,257,0,612, 0,9,270
Player-114817,241,"2,688",2.67,4.58,56.0%,20.32,20.32,"7,090.44","3,037.24",1.69,4.22,590.87,39,196,218,"177,261",508,0,4,190
Patafix-2852,572,"2,687",3.05,3.82,60.0%,24.67,24.67,"8,028.18","2,117.13",2.06,2.94,669.02,75,603,600,"481,691","1,480",5,29,485
SirValient-1595,888,"2,687",2.89,3.68,37.1%,19.43,19.43,"7,940.06","3,306.43",1.76,4.98,717.26,60,282,328,"277,902",680,15,10,235
Raylaigh-2583,189,"2,465",2.68,4.09,46.8%,23.50,23.50,"6,749.69","5,448.07",1.92,7.41,550.84,112,"1,875","1,110","1,154,197","4,018",15,56,"1,499"
Dynphin-1739,326,"2,763",2.04,2.96,33.3%,19.08,19.08,"6,601.17","2,626.08",1.60,3.66,552.53,11,100,87,"79,214",229,3,3,112 
FractFull-1558,324,"2,597",2.72,3.48,50.5%,23.93,23.93,"7,830.90","1,697.46",1.99,2.36,652.53,289,"1,650"," 1,851","1,425,223","4,355",12,33,"1,603"
Cons-1793,"1,252","2,960",2.04,5.31,49.7%,18.32,18.32,"4,583.97","7,753.58",1.50,10.58,375.13,213,"1,502","1,258","903,043","3,609",31,47,"1,769"
d1o-21118,618,"2,946",2.60,4.02,50.0%,23.03,23.03,"8,072.57 ","3,855.03",1.82,5.08,638.37,215,"1,041","1,114","936,418","2,671",17,33,"1,028"
LayZ-11909,296,"2,621",1.98,4.24,35.2%,18.69,18.69,"5,787.72","6,628.04",1.60,9.47,496.33,78,379,403,"312,537","1,009",9,10,509 
sadwed-1412,89,0,2.10,2.54,57.4%,21.89,21.89,"7,662.91","1,588.93",1.89,2.29,661.58,146,408,648,"413,797","1,182",8,15,563
Reckin-21302,518,"2,703",4.21,4.29,49.5%,28.24,28.24,"8,480.19",147.37,2.24 ,0.20,673.46,257,"2,045","1,963","1,577,316","5,253",13,108,"1,248"
SteveHarvey-11563,51,0,0.60,1.90,0.0%,0.00,3.00,"1,060.00","5,527.00",0.38,11.55,132.92,75,2,3,"2,120",6,6,18,10
monkeygun-21111,292,"2,664",2.94,3.42,49.2%,25.71,25.71,"8,767.92","1,806.98",2.14,2.51,729.35,99,628,698,"517,307","1,517",2,17,516
NEONpumpkin-1598,151,"2,782",2.51,4.15,50.7%,21.56,21.56,"7,044.55","5,799.97",1.75,7.86,572.64,192,"1,329","1,165","1,028,504","3,148",7,35,"1,254"
hydo-2864,433,"2,685 ",3.41,6.24,47.7%,24.91,24.91,"5,376.77","12,159.90",1.96,15.94,422.86,105,"1,719",902,"811,892","3,761",13,53,"1,102"
Cake-12914,812,"2,522",2.92,3.53,40.4%,22.42,22.42,"7,918.87",965.88,2.07,1.49,731.04,87,518,522,"411,781","1,166",3,15,400 
Spankety-1172,"1,050","2,684",3.41,7.61,57.1%,23.19,23.19,"7,371.81","4,439.81",1.81,5.79,576.92,5,286,134,"154,808",487,3,8,143
Sinatraa-21944,885,"2,684",2.28,2.88,51.1%,24.89,24.89,"6,842.44","1,652.15",2.15,2.38,590.33 ,503,"1,764","2,276","1,204,270","4,380",12,39,"1,920"
Dinkos-1498,398,"2,875",3.20,3.76,50.0%,16.38,16.38,"5,836.62",346.69,2.13,0.75,758.72,16,129,117,"93,386",262,28,4,82
TheLegend27-11253,508,"2,683",2.27,3.17,49.2%,21.62,21.62,"7,486.95","1,652.60",1.95,2.49,675.91,171,526,681,"486,652"," 1,405",3,26,618
Lodi-1605,690,"2,697",2.54,5.48,46.6%,21.67,21.67,"4,946.11","11,944.31",1.75,16.12,400.46,146,"1,924","1,059","944,707","4,139",2 ,41,"1,629"
Trollbjorn-2248,325,0,1.54,2.00,33.3%,15.17,15.17,"6,159.83","2,571.33",1.57,4.44,637.59,5,36,38,"36,959",91,3,7,59
Cheyne-2163,555,"2,671",2.06,2.76,46.6%,17.71,17.71,"6,418.81","1,642.87",1.48,2.29,537.32,109,965,720,"757,419","2,090",26,17,"1,013"
HENZ-11814,829,"2,683",3.57,4.76,58.3%,24.60,24.60,"7,563.42","1,287.67",2.12,1.85,651.55,38,504,348,"363,044","1,181",8,20,331
Combos-1413,384,0,2.57,137.14,0.0%,0.00,18.00,"10,702.00","1,941.00",1.46,2.63,870.08,348, 11,7,"10,702",18,32,66,7
Blackswift-1129,653,"2,545",3.59,5.08,48.7%,24.19,24.19,"7,534.98","1,987.67",1.98,2.72,618.13,216,"1,856","1,727","1,484,392 ","4,766",32,77,"1,329"
ArchCz-2751,527,"2,682",2.39,3.38,39.8%,21.98,21.98,"6,692.62","4,679.24",1.90,6.73,577.40,69,877,531,"588,951","1,934",2,33,808
Hamsternase-2709,821,0,1.96,3.10,48.2%,18.99,18.99,"6,386.35","4,336.13",1.57, 5.97,527.22,411,"1,053","1,376","900,475","2,678",3,20,"1,367"
logicfiction-1510,554,"2,682",3.63,5.44,54.8%,23.14,23.14,"6,957.02","2,128.53",2.01,3.08,603.62,305,"1,773"," 1,805","1,231,392","4,095",14,55,"1,127"
Mylo-11796,281,"3,013",2.40,3.52,49.9%,21.29,21.29,"7,376.15","2,448.61",1.79,3.43,620.11,670,"3,418 ","3,596","2,780,807","8,026",18,78,"3,346"
Fack7up-2747,60,"2,791",2.54,2.96,56.9%,24.32,24.32,"9,754.78","1,933.62",2.06,2.73,825.27,271,790,"1,256","994,988"," 2,481",2,22,976
deejpake-1474,411,"2,758",2.51,3.77,51.2%,22.78,22.78,"7,488.20","3,102.41",1.89,4.29,621.97,277,"1,421","1,595","1,213,088","3,690",44,43,"1,471"
Ragnorikz-1969,268,"2,681",2.07,4.84,51.9%,14.24,14.24,"4,119.74","5,724.78",1.26,8.42,363.66, 17,378,226,"222,466",769,3,6,371
Reflex-11867,472,"2,681",2.60,3.49,47.4%,22.44,22.44,"8,027.24",558.21,2.08,0.86,745.39,151,645,879,"626,125","1,750",3,21,673
TigBiddyGoth-1233,757,"2,571",1.65,6.85,50.7%,10.51,10.51,"2,337.19","10,802.45",0.87,14.95,194.11,52,"1,173",488,"488,473","2,197",9,33,"1,331"
Lawliet-21815,472,"3,473",2.97,3.28,56.3%,26.70,26.70,"9,530.80",2.72,2.18,0.00,778.13,165,"1,155","1,492","1,219,942","3,418",34,60,"1,152 "
HollowBuns-2605,212,"2,801",3.12,3.58,56.3%,24.34,24.34,"8,767.25",108.70,2.01,0.15,723.65,280,622,916,"622,475","1,728",5,21,553
Jiose-1121,898,"2,836",2.79,3.82,50.3%,23.35, 23.35,"7,329.48","2,184.23",1.87,2.92,587.01,118,"1,563","1,330","1,121,410","3,572",18,50,"1,281"
ichEsseDich-2296,372,"2,680",2.21,3.57,52.4%,20.65,20.65,"6,783.65","3,492.12",1.77,4.98,581.01,303,"1,448","1,585","1,254,975","3,821",55,44,"1,728"
kai-32635,428,0,3.48,4.56,50.0% ,23.50,23.50,"8,043.25","1,600.75",1.87,2.12,639.20,6,48,39,"32,173",94,5,22,27
Suspenders-11711,"1,344","2,358",1.35,4.65,44.1%,11.24,11.24,"2,646.54","10,151.24",0.94,14.13,221.00,9,366 ,139,"156,146",663,6,3,490
HaloRoro-2263,456,"2,680",1.97,3.84,48.3%,18.83,18.83,"7,059.00","5,676.31",1.51,7.59,566.39,27,207,232,"204,711",546,6,6,277
Nogata-2325,403,"2,656",2.86,5.64,52.1%,24.71,24.71,"6,295.92","12,634.15",1.91,16.31,487.74,41,919,430,"459,602","1,804",3,24,630
CosmicKiller-21237,416,0,2.25,35.75,0.0%,0.00,27.00,"9,689.00","1,729.00",2.25,2.40,807.42,55,11,9,"9,689",27,10,18,12
Type1-11967,55,"2,689",2.84,3.93,41.7%,20.83,20.83,"7,730.25","1,022.42", 1.80,1.47,666.48,13,115,106,"92,763",250,2,2,88
GauloisCj-2522,951,"2,540",2.11,2.93,46.2%,20.90,20.90,"7,485.52","2,389.09",1.72,3.28,617.48,613,"2,523","3,108","2,268,112","6,333",36,66,"3,004"
ChubGrubly-1212,151,"2,677",2.80,3.69,58.7%,22.83,22.83,"6,404.04"," 1,461.89",1.97,2.10,551.64,28,472,338,"294,586","1,050",8,17,375
vxnzx-1351,921,"2,847",2.40,3.53,42.6%,24.16,24.16,"8,421.81","2,914.86",1.91,3.85,667.39 ,332,"1,358","1,664","1,305,381","3,745",25,54,"1,560"
kensuke-21328,"1,398","2,850",3.14,4.79,56.3%,21.82,21.82,"5,948.17","2,041.56",1.96,3.05,533.40,58,640,541,"422,320","1,549",6,23,493
GAMINGPORKY-2640,185,"2,708",2.10,2.91,50.0%,24.39,24.39,"7,484.57","3,690.36",1.84,4.65,565.97, 76,264,307,"209,568",683,17,4,326
wthjoker-1524,485,"2,681",2.39,3.54,40.6%,23.59,23.59,"8,153.25","2,495.87",1.84,3.25,637.33,62,691,612,"562,574","1,628",6,22,680
Kimchi-31552,296,"2,678",2.74,3.90,55.3%,20.26,20.26,"6,460.92","2,495.92",2.14,4.39 ,681.99,73,269,343,"245,515",770,4,6,281
superrnn-1808,95,"2,670",1.85,2.07,50.0%,19.67,19.67,"6,584.33","1,201.33",1.86,1.89,621.71,52,91,201,"118,518",354,6,2,191
Aldo-1707,718,"3,031",2.72,3.52,58.9%,22.93,22.93,"7,336.45","2,529.25",1.94,3.57,621.24,50, 673,628,"535,561","1,674",5,22,615
Alan-31556,536,"2,678",2.39,4.80,45.5%,18.98,18.98,"5,988.04","3,668.87",1.55,5.01,490.20,100,"1,371","1,068","1,000,002","3,169",6,72,"1,325"
Lightdawn-21384,446,"2,677",2.99,3.32,50.0%,28.96,28.96,"10,791.04",932.08,2.51,1.35,935.22,77,256,396,"280,567",753,2,11,252
TheGoodOne-2510,466,"2,677",2.67,3.37,47.7%,21.37,21.37,"7,395.65","1,356.49",2.04,2.16,706.70,225,654,867 ,"636,026","1,838",2,23,689
w0nk-2983,539,"2,705",3.05,4.93,49.4%,21.44,21.44,"6,458.21","8,143.39",1.89,11.95,568.60,169,"1,508","1,041","1,033,313","3,430",28,33,"1,123"
Missxrawrrr-1963,532,"2,560",2.47,6.68,50.0%,15.61,15.61,"3,728.93","11,295.32",1.33,16.03,317.48,26,619,250,"275,941","1,155",2,13,468
Lightyear-11179,"1,206","2,677",2.74,3.17,47.1%,22.16,22.16," 7,555.01","1,504.31",2.09,2.37,713.53,84,556,661,"513,741","1,507",9,22,551
apathy-11196,"1,122","2,677",2.70,3.00,48.0%,24.92,24.92,"10,346.95",448.52,2.19,0.66,907.63,328,828,"1,313","1,034,695","2,492",59,42,923
Sgreff-2792,943,"2,965",2.58,2.78,50.0%,24.80,24.80,"10,200.10",169.70,1.86,0.21,764.24,16,121,83,"102,001", 248,4,4,96
SpAwN-1848,"1,067","3,082",2.83,2.85,57.0%,25.30,25.30,"10,687.87",36.24,2.26,0.05,954.73,234,"1,725","1,499","1,517,678","3,593",9,64,"1,271"
FlyingGyro-1131,842,"2,753",3.21,3.86,49.4%,24.61,24.61,"9,004.01",852.15,2.02,1.16,738.36,158,898,934,"783,349","2,141",2,23,667
CrazyPat-1893,"1,154","2,596",1.89,2.84,50.0%,16.86,16.86,"6,672.27","3,000.56",1.45,4.30,574.23,"1,196","4,171","5,518","4,110,117","10,387",55,125,"5,502"
fix-31963,347,"2,676",1.55,4.12,50.0%,16.04,16.04,"4,772.02","7,604.13",1.26,9.99,375.98,29,331,257,"248,145",834,13 ,3,537
FatOldGuy-11959,198,"2,676",3.38,3.45,49.2%,23.40,23.40,"8,909.00",129.33,1.96,0.18,746.54,650,"1,516","2,401","1,612,529","4,236",0,25,"1,252"
Asadoman-1350,151 ,"2,688",2.66,3.45,49.0%,23.68,23.68,"8,363.85","2,368.25",2.00,3.33,706.31,411,828,"1,337","836,385","2,368",11,11,889
JonnyBoi-11399,379,"2,743",3.15,4.27,64.3%,23.82,23.82,"7,585.32","1,937.11",1.99,2.70,635.07,51, 265,301,"212,389",667,26,11,212
atticus-12638,631,"3,522",2.43,3.50,52.6%,19.53,19.53,"6,598.16","2,918.16",1.65,4.11,558.07,300,"1,279","1,501","1,128,285","3,340",8,28," 1,372"
Velocity-11258,492,"2,322",2.18,2.65,44.7%,21.68,21.68,"7,775.19","1,189.14",1.84,1.68,660.14,382,"1,025","1,439","1,026,325","2,862",30,31,"1,314"
NEMESIS-31253,405,"2,627",2.67,2.87,56.6%,22.36,22.36,"8,617.75",649.87,1.91,0.92,734.80,144,376,652,"456,741","1,185",4,18,444
Rorori-1937,514,"2,675",3.75,4.81,66.7%,25.59,25.59,"8,048.47","2,623.51",2.18,3.72,684.12,169,545,670,"410,472","1,305",4,9,348
furmonster-2781,120,"2,674",2.03,2.53,40.8%,21.02,21.02,"7,776.20","1,592.81",1.79,2.26,661.30,333,855,"1,396","972,025","2,627",0,21,"1,291"
Sheldon-21244,42,"2,674",3.27,5.36,53.3%,26.25,26.25,"9,159.92","1,887.77",2.19,2.62,763.33,126,928,860,"686,994","1,969",8,43,603
Catt-2828,489,0,2.68,4.06,51.0%,22.45,22.45,"6,770.93","4,413.22",1.80,5.88,541.65,160,969,955,"704,177","2,335",4,33,870
Tytan-11988,544,"2,564",2.09,3.17,36.4%,18.09,18.09,"7,291.73",52.55,1.70,0.08,684.77,2,111,68,"80,209",199,0,2,95
FrostKeep-2220,384,"2,729",2.32,2.42,41.9%,19.29,19.29,"7,417.41",205.09,1.67,0.30,640.83,446,572,"1,137","778,828","2,025",21,8,872
Dreams-1467,191,"2,673",2.67,3.70,40.4%,23.71,23.71,0.00,"1,251.83",2.28,2.01,0.00,101,441,603,0,"1,233",6,23,462
MultiMatum-2431,417,"2,706",2.25,2.91 ,45.2%,19.57,19.57,"7,764.24",528.67,1.77,0.80,700.81,39,372,347,"326,098",822,10,9,365
Saturn-31940,862,"2,567",1.52,4.41,47.2%,12.19,12.19,"3,070.25","8,464.02",1.03,11.95,259.99,50,388,298,"273,252","1,085",3,4,712
ziovic-2484,431,"2,731",2.16,5.13,56.3%,17.06,17.06,"4,730.42","6,954.30",1.42,9.65,393.91,26,560,271,"302,747","1,092",7,11,505
Jypyx-2482,282,"2,672",2.72,6.14,64.6%,23.90,23.90,"7,220.15","5,495.81",1.91,7.33,577.61,99,422,531,"346,567","1,147",7,14,422
cURFix-2858,435,"2,672",2.17,3.38,44.1%,20.29,20.29,"7,301.18","2,839.21",1.66,3.88,598.29,146,924,"1,028","861,539 ","2,394",24,38,"1,104"
Unknown-15577,935,"2,672",3.63,4.03,56.0%,26.84,26.84,"9,211.64","1,443.36",2.80,2.51,959.55,55,300,347,"230,291",671,0,12,185
FOX-32198,453,"2,718",1.22,4.87,50.0%,8.21,8.21,"2,605.71","9,878.57",0.77,15.38,243.47,23,64,24,"36,480",115,0,15,94
Perihelyon-1744,745,"3,136",1.80,3.74,50.4%,16.87,16.87,"4,677.54","6,576.20",1.41,9.16,390.97,45,"2,190","1,131","1,178,741","4,250",10 ,50,"2,357"
Wormie-1992,338,"2,970",2.70,3.41,50.3%,24.66,24.66,"8,275.12","1,207.48",2.02,1.65,676.62,467,"3,229","3,764","2,863,193","8,532",60,102,"3,158"
Aragah-1958,508,"2,671",2.33,3.77,42.1%,19.84,19.84,"6,578.30","3,044.46",1.71,4.38,568.13,32,548,360,"374,963","1,131", 5,13,486
Xilla-2576,"1,137","2,671",2.46,4.24,39.3%,22.89,22.89,"7,806.54","6,418.39",1.90,8.87,647.05,42,289,264,"218,583",641,16,10,261
JuicyPro-1270,396,"2,629",3.01,3.60,54.8%,22.61,22.61,"7,403.84",945.26,2.04,1.42,667.63,91,251,380,"229,519", 701,6,3,233
Senjux-2394,192,"2,671",2.90,4.34,49.6%,20.42,20.42,"7,375.61","3,235.99",1.80,4.75,649.76,131,990,"1,034","818,693","2,267",4,30,783
IvanPoska-2454,518,"2,477",3.05,3.88,46.9%,24.80,24.80,"9,238.97","3,817.95",2.08,5.35 ,776.67,131,762,772,"591,294","1,587",13,17,520
Xilla-2576,"1,137","2,671",2.46,4.24,39.3%,22.89,22.89,"7,806.54","6,418.39",1.90,8.87,647.05,42,289,264,"218,583",641,16,10,261
Johan2005-21628,210,"2,671",2.52,4.70,54.0%,20.37,20.37,"6,278.23","5,372.54",1.77,7.78, 545.21,260,"1,959","1,547","1,243,090","4,034",42,59,"1,603"
Puckman-1141,557,"2,670",2.41,4.38,52.4%,20.72,20.72,"6,331.02","3,528.22",1.70,4.83,520.22,93,"2,217","1,416","1,342,177","4,392",12,91,"1,821"
signs0-1827,981,"2,606",1.59,2.48,48.3%,13.78,13.78,"5,088.55","2,984.17",1.18,4.24,433.89,14,410,317,"305,313",827,6,8,521
PrincessFoxy-2921,927,"2,436",1.67,37.34,36.4%,11.55,11.55,"3,993.27","79,705.55",1.47,169.10,508.30,15,54,74,"43,926",127,21,3,76
Tactical-21869,425,"2,852",2.48,3.20,51.7%,22.78,22.78,"8,882.08",894.75,1.73,1.13,675.93,45,574,587,"532,925","1,367",3,16,551
c0ntagion-11885,76,"2,670",3.51,5.76,64.7%,22.53,22.53,"6,496.82","3,955.71",2.13,6.23, 613.59,45,143,187,"110,446",383,10,6,109
Zero-112580,767,"2,670",2.77,4.33,68.2%,23.64,23.64,483.59,"3,540.36",2.17,5.41,44.33,49,252,247,"10,639",520,4, 7,188
iRonz-11438,696,"2,669",3.21,3.23,53.8%,25.09,25.09,"9,523.01",52.94,2.16,0.08,820.04,209,873,"1,199","885,640","2,333",4,35,726
AlbertWesker-1106,144,"2,669",2.68,3.80,61.1%,27.39,27.39,0.00,"3,969.17",2.05,4.96,0.00,36,262,233,0,493,2,8,184
Taaffeite-11783,162,"2,669",3.00,3.08,62.5% ,31.38,31.38,"15,063.88",309.33,2.51,0.41,"1,205.11",73,348,469,"361,533",753,5,18,251
peggzter-1829,829,"2,839",2.41,5.81,43.7%,18.83,18.83,"3,984.52","10,933.70",1.55,14.96,327.10,74,"3,140","1,274","1,330,830","6,290",8,87,"2,607"
caseyfoster-1421,268,"2,669",3.26,4.11,40.6%,25.84,25.84,"10,130.62","1,549.97",2.30,2.30,900.50,55,384,335,"324,180",827,8,17,254
MrCuddles-21550,351,"2,669",2.62,3.64,51.3%,22.12,22.12,0.00,"3,295.14",1.90,4.73,0.00,337,"1,764","1,786", 0,"4,224",47,61,"1,613"
fuchoumao-2471,238,0,1.58,3.42,50.0%,19.00,19.00,"4,445.00","12,120.50",1.15,12.26,269.67,25,15,9,"8,890",38,2,8,24
LilPump-1522,232,"2,567",2.41,3.21,47.1%,23.99,23.99,"9,429.63","1,136.71",1.90,1.50,745.99,87,653,659,"641,215","1,631",12,30,677
Veltso-1808,338,"2,668",2.43,2.70,50.0%,25.43,25.43,"9,323.55",481.36,1.98,0.63,726.65,139, 382,598,"391,589","1,068",10,17,439
Lucas-25336,182,"2,668",3.65,4.32,55.0%,26.30,26.30,"9,795.95",724.25,2.33,1.07,869.46,87,205,318,"195,919",526,0,5,144
Revisia-2647,227,0,2.18,2.57,48.9%,21.64,21.64,"8,724.16",579.19,1.85,0.83,747.19,518,"2,554","2,512","2,303,178","5,712",41,69,"2,624"
tialamala-1334,819,"2,617",1.59,4.80,50.0%,14.27,14.27,"3,066.42","8,797.98",1.16,11.96,250.12,12,466,158,"196,251",913,2,7,575
TINK-11494,439,"2,644",2.54,4.26,47.2%,25.45,25.45,"7,137.28","3,856.81",1.90,4.81,534.07,37,718,404,"378,276","1,349",3,15 ,532
TeenierPack-1945,342,"2,667",2.87,4.08,46.0%,22.40,22.40,"7,677.56","1,347.22",1.96,1.96,671.79,74,536,615,"483,686","1,411",8,27,491
Armando-21360,690,"2,307",2.04,2.64,48.3%,21.85,21.85,"7,812.86","1,832.76",1.81,2.53,647.41,308,"1,032","1,252","906,292","2,535",26,23,"1,244"
Niku2Nick-2236,313,"2,986",2.01,2.83,50.4%,19.66,19.66,"6,277.80","2,314.94",1.64,3.22,524.10,256,843,"1,221","809,836","2,536",34,25,"1,260"
Nady-11513,"1,006","2,698",3.17,9.74,60.0%,20.60,20.60,"3,922.40","12,016.50",1.92,18.69,366.07,3,116,25,"39,224",206,0,6,65
Almighty-11452,310,"2,622",2.67,3.11,45.0%,25.80,25.80,"8,995.94",736.04,2.19,1.04,765.04,382,"1,318","1,846","1,259,431","3,612",4,54,"1,354"
Kirad-21634,865,"2,795",1.73,2.90,40.7%,18.15,18.15,"5,873.74","4,482.07",1.51,6.20,487.90,30,178,185,"158,591",490,7,10,284
Oresama-11525,703,"2,666",2.31,3.86,52.1%,19.05,19.05,"6,383.57","2,521.02",1.66,3.66,555.61,212,"2,684","2,066","1,800,168","5,371",43,54,"2,325"
PewPew-1951,502,"2,666",2.45,4.90,52.8%,20.93,20.93,"5,139.28","10,680.22",1.79,15.26,440.51,53,764,388,"370,028 ","1,507",24,18,614
Therocket-12997,532,"3,095",2.02,2.73,55.4%,23.35,23.35,"8,541.26","2,360.76",1.86,3.13,679.22,131,976,864,"785,796","2,148",7,32,"1,066"
VanillaCat-21693,814,"2,837",3.04,4.22,45.6%,21.23,21.23,"6,320.95","2,856.79",1.77,3.97,526.59,40,530,385,"360,294","1,210",2,17,398
FIX-2489,138,"2,530",2.53,6.22,54.0%,20.59,20.59,"4,512.60","10,573.75",1.68,14.37,367.92,34,693,274,"284,294","1,297",0,12,512
